x,y
-3.112488794704755,0.9294926599848464
-3.072503824522564,1.0809579349395175
-3.0598991588220636,1.0891332132787788
-3.059317756348474,0.8892591025353324
-3.0292874094913205,0.8175501201962423
-3.0278030126963666,0.9453328898102851
-3.026040624917658,0.8398477210858284
-3.0177476923749635,0.9430813898034719
-3.0079530038422746,0.8807858918971292
-3.0004138256903436,0.6931665813688536
-2.988278021430055,0.9725274847457502
-2.982085476701879,0.9828592128260117
-2.974885900042716,0.724509227560451
-2.9713435116084574,0.7381755417794172
-2.945663237540933,0.7368806136192863
-2.9309021523439855,0.6988492535212042
-2.928303779701669,0.7234636293357549
-2.911944317584349,0.8079591485638067
-2.909066826891941,0.5800564435638882
-2.893866691690256,0.46810427203441474
-2.87711334293428,0.3527560022291235
-2.8464967812112825,0.3074772156607978
-2.8184747378957935,0.2714324734436777
-2.81597576846104,0.444576184160905
-2.7975151291461304,0.14150134568524175
-2.743395970272359,0.0003901609922421813
-2.730946653350857,-0.07336832038134496
-2.728733095778808,0.038284798433563735
-2.7237842834885715,0.1524248658308278
-2.720138716405462,-0.16785285932036229
-2.6694880473732927,-0.3612524289185608
-2.658081427772718,-0.2508966138063225
-2.621353279828597,-0.4201287502843132
-2.6053248731454035,-0.3585553286877371
-2.6043267088864868,-0.48818108480075795
-2.579806757561204,-0.6618777715162932
-2.566165516062842,-0.6084836398339686
-2.516783955678801,-0.6898150670954761
-2.4874591409130176,-0.7832463494904157
-2.471816075728668,-0.8442185190125802
-2.4474633291389187,-0.827429391358822
-2.446472949445078,-0.8185743080833512
-2.430097027749431,-0.8184086701416016
-2.407100601772919,-0.9144690869637452
-2.401740779669973,-1.000161944358436
-2.3840485683415955,-0.9791282520663291
-2.360610165262201,-0.8791931219137873
-2.358313926699814,-1.0816576312250834
-2.3405577635935018,-0.9611772489733956
-2.2970403303775395,-1.0114705287739536
-2.281935842051348,-0.953334142925977
-2.281514873977443,-0.8278692378008576
-2.266520412930751,-0.9172453781472314
-2.2659926165091946,-0.9309684041807433
-2.2633769104219197,-1.0678528405909666
-2.2612356062717476,-0.8541002695959048
-2.256561892726339,-0.8570838741933858
-2.2075171868461947,-0.611985979937553
-2.1996336767818145,-0.8410128921278316
-2.1885912777847403,-0.7616501924873257
-2.18316158037967,-0.7449490277851704
-2.1780573706954645,-0.5989529031150557
-2.1717031090025793,-0.7493684047902015
-2.1661894212749946,-0.6969198896714166
-2.160456948140616,-0.6480460037541151
-2.113312037943377,-0.5453760402625848
-2.1094802055576474,-0.5959580216785151
-2.09680343419327,-0.48891037768513934
-2.092087417703839,-0.3846215827949424
-2.0628998872006483,-0.4898747237449689
-2.0397024124416374,-0.28683215674163454
-2.033320531596207,-0.34569539692776885
-2.032434316587456,-0.15276943610862392
-2.0229596824042595,-0.38793928835002556
-2.0197634562946596,-0.2790689178378687
-2.007004298246848,-0.13543715862615155
-2.0028717150826116,-0.0003024018487058633
-2.001600193631843,-0.1584046951862158
-2.0005805475657157,-0.20331707019063236
-1.9985044970992552,0.04853659366131391
-1.9783681552358543,-0.20425729169240084
-1.9701665041889171,-0.24656181175886283
-1.943466368856278,0.12403192547532305
-1.8747308387398087,0.29743958732422604
-1.853638340430547,0.3232988421364916
-1.852662278593143,0.49978784169470325
-1.8446095517742467,0.48220171657024113
-1.8354047896916876,0.43382985682473985
-1.822716915156792,0.4057915082149119
-1.7910824249087325,0.7235144322436806
-1.770263032121201,0.7632554895477677
-1.7562369443243409,0.7273614137194044
-1.751692738939471,0.9341002791691139
-1.7469004271297974,0.6549811370851433
-1.730358930171626,0.6505868577082441
-1.7011636554136398,0.7978973630126082
-1.696404506622237,0.8718550568204554
-1.6922514817948902,0.9086260163021781
-1.6897068868081113,0.8648752113849423
-1.6859564233680449,0.9309735551809225
-1.6825572593027383,0.7765750988662008
-1.6778651046494877,1.0540599132172033
-1.6737918645497325,0.9081137999611371
-1.6450461032938286,1.067948594196121
-1.6413115996081176,0.9947563378141697
-1.6136967159873552,1.0309878697999355
-1.6000187325105246,1.0501529109564713
-1.593403018682661,1.0406851410698519
-1.5802893413138481,1.063551424010745
-1.5728822886529732,1.1328804433202107
-1.5594925063039804,1.01863008024926
-1.5416382329675227,1.0641065269712822
-1.5212365375733454,0.9714413143734225
-1.5115871483162147,1.1160967567697504
-1.493739063843636,0.8852330890576975
-1.4572991241824311,1.078798991855467
-1.4534430167304906,0.8878180750781018
-1.4404537012970766,0.7240598794589648
-1.4316543259261194,0.8618835883763533
-1.43063526056594,0.7788075448203433
-1.4196529176120813,0.906808877022341
-1.336816841579787,0.5278172039972121
-1.3276764084373607,0.5186340047983472
-1.29969114198075,0.27847079271654107
-1.291409719768539,0.39265896187640875
-1.2798338247427172,0.15341894635463546
-1.2747218555422686,0.21855718574984462
-1.2732937393621477,0.4476917294859817
-1.2479796227326374,0.35448346741022185
-1.1829851372931657,0.062096079347310096
-1.1605650354368142,-0.1667689841812366
-1.1388116105402935,-0.16126773141726755
-1.1366252485937167,-0.16548844572575366
-1.1161837111317676,-0.3609668126098687
-1.0461555580634339,-0.3532653864754729
-1.0414763497941268,-0.43194994123834385
-1.0373186162844412,-0.5559188236935226
-1.035486269873143,-0.5373171322494843
-1.0266455985079612,-0.5485870293463018
-1.006095274964086,-0.8391729928154924
-0.9938908916626614,-0.69665792394027
-0.992229636203704,-0.7450450783052173
-0.9695206664551166,-0.840992748215313
-0.9654365905890816,-0.7798143963440642
-0.9616213931565025,-0.5819122867975619
-0.9495886871056336,-0.7278890149775044
-0.9380053276893294,-0.8765202777845482
-0.913435923100943,-0.8144341230341092
-0.9068350673325738,-0.7443906135391578
-0.8869942279768646,-0.8260927247237456
-0.8735267680608585,-0.9325445186234712
-0.8646046312486426,-1.0149227870783013
-0.7960210425075922,-0.9292750399763757
-0.7731809530040215,-0.9594576172391032
-0.7559148933455875,-0.9035346284889291
-0.7342622822781397,-0.9156366257703972
-0.7295329719024051,-0.8701810935430043
-0.7267971109984881,-1.026176415492079
-0.695576171291791,-0.8044080102266213
-0.6757873207573759,-0.885653636244325
-0.6460149360373899,-0.6410369284528863
-0.6453629868117066,-0.9160991431681808
-0.6398249682402875,-0.6616075734577673
-0.6345847271080634,-0.8037029682401232
