x,y
-3.1097897843361744,-0.02815176130953728
-3.1068961684142495,-0.0868175518650629
-3.097911129182621,0.1278478926885971
-3.0838058740028136,-0.007041101824208466
-3.044475867716904,-0.25897560253477103
-3.0373682505922788,-0.08911946675058643
-3.012256461474685,-0.18191882468504655
-2.9888109305778103,-0.08399337122929144
-2.9818795699099585,-0.2224366075158204
-2.9499539313074528,-0.19964678821325674
-2.9441172558662854,-0.15579543967070072
-2.925523202983018,-0.1451317185602568
-2.9157606869634773,-0.3199409935536708
-2.9098251279450857,-0.25645824571138254
-2.906927062790959,-0.2705133796479885
-2.8853948832747327,-0.3056706043913018
-2.857421216423534,-0.13912587567583654
-2.8497361028750756,-0.2553322227507862
-2.818142120103907,-0.418710766418087
-2.776642555026645,-0.28347372415024
-2.742243760924076,-0.21904605447634512
-2.732861440336058,-0.3148481558632711
-2.676356385738927,-0.5701835675043141
-2.6731771445802766,-0.49021176136875394
-2.6579136152055116,-0.3636864394507926
-2.6129256617862975,-0.5609963207541907
-2.605338715535926,-0.47541380763816304
-2.5855778649016132,-0.46583477381174193
-2.5742852969953116,-0.6115175938370552
-2.556610710854015,-0.5569463561657265
-2.5530167287188634,-0.8144785244162385
-2.5510867100414094,-0.6387323720689388
-2.531014735726072,-0.5935465057513142
-2.5279006619437125,-0.6757123371003988
-2.5040281463570966,-0.4646472693932501
-2.4636908247348237,-0.7415714707365012
-2.450116018370658,-0.6728788958030985
-2.4286174921769934,-0.6436278856214449
-2.4135658812247813,-0.5500960758385265
-2.390159844687034,-0.7975554024022755
-2.3884563387191133,-0.5908771103117771
-2.374803809498947,-0.6930076855147955
-2.343247907372765,-0.7947225743644748
-2.2775230779022237,-0.7235231458076998
-2.265126877899127,-0.7525574593333628
-2.261418827284944,-0.8188669710559788
-2.256139633802694,-0.7686176335821076
-2.2311913221805546,-0.8205750792973764
-2.1614501754128375,-0.8214953379990275
-2.1612986243157413,-0.7776906615633998
-2.131205867647186,-0.720156152227264
-2.128609430310853,-0.9474399732173824
-2.1260494919721857,-0.6791243393685706
-2.076638317938225,-1.0309338266292523
-2.0701579851181284,-0.8900312279759262
-2.0460160688002587,-0.8421268271672605
-2.0287734349948288,-0.8744693731158087
-1.9991526911557285,-0.9594656668572933
-1.9892281320082241,-0.9303770451456381
-1.9801178546651192,-0.9568311318017174
-1.9696622895284062,-0.9686511971153821
-1.9693384008374226,-0.8536595902700955
-1.9148447813272766,-0.9128355971530742
-1.9101960119788217,-0.998387460505598
-1.8930252030681032,-0.8765639408376726
-1.8870052793034098,-0.9258371691092689
-1.8074266732364683,-0.9071044647751949
-1.7855491446412266,-0.9266587926830951
-1.7460481222302726,-1.05100226892856
-1.732467023535892,-1.0317742165189374
-1.7184777267278588,-0.9293314187105771
-1.7094337893166744,-0.941575588470655
-1.7040113818631875,-0.992812116368126
-1.650912672888135,-0.9874062111289421
-1.648471928742505,-0.8947715752592712
-1.6363809019909095,-1.0451758136401796
-1.6219898928963519,-0.9549221050635613
-1.6207145281033681,-1.0149297574789913
-1.6085605112063481,-1.0167015141860645
-1.5752433822075356,-0.9120879637063991
-1.559597831851921,-0.9339039895917417
-1.5208976082199406,-0.9336745463538392
-1.5156300754083631,-0.8940404236494853
-1.4752770335427374,-0.9937611925144849
-1.4366564040306435,-0.9364604850482177
-1.390805283600774,-1.0086666368092692
-1.3774478712393066,-0.9554330372973108
-1.3764290700423412,-0.9915815219693027
-1.351887044427519,-0.9683752184864078
-1.341200868316515,-0.9261459796700495
-1.321030581908068,-1.0344280054265105
-1.3117459988749123,-0.7992427024829825
-1.3059936903421663,-1.0456255639468757
-1.2969006913993713,-1.0598595865189084
-1.2915157012228646,-0.8686051229273442
-1.2511184781000384,-0.8860036913351896
-1.2299822628030639,-0.8925532879788787
-1.2276478947550764,-0.891432392493538
-1.1876330989933492,-0.9284664273099387
-1.1830542002196682,-0.9975454685770464
-1.1664357720669933,-0.9132897980205421
-1.1503129672699763,-0.9670646756766615
-1.1435178920145268,-0.8320873443628957
-1.1260720625232694,-0.914493914219127
-1.1108487398796214,-0.9621155407278723
-1.098405582491488,-0.91619387330349
-1.0974818993581756,-0.857027818745913
-1.09704605115481,-0.9349615382433997
-1.062499045660882,-0.9393521023449996
-1.0202939691456003,-0.8327668616506447
-1.0179064501623638,-0.8314131369856538
-1.0114056517764318,-0.8881340727601835
-0.998609567897454,-0.8784019824198714
-0.9474441852570887,-0.7933621805130875
-0.9000453930211942,-0.899201872894691
-0.8892860548729935,-0.8892192858222897
-0.8828431341847525,-0.8300228052597152
-0.8784481076909549,-0.7868249333605213
-0.8568404786646582,-0.7309047883694673
-0.8396733026956396,-0.6263965245745109
-0.8311661225890181,-0.6701050872090986
-0.8307430778597014,-0.7512277349664248
-0.8158169468200924,-0.7298069703296904
-0.788287681898749,-0.7893493737136484
-0.7817353639353706,-0.7059931042171298
-0.7219522634099445,-0.6839438284024526
-0.7116628079472473,-0.6272763946304207
-0.699461217778456,-0.7099839858652418
-0.6716868056778775,-0.5807595366570624
-0.5630807012549135,-0.4111746999679239
-0.5189219715502928,-0.5046451274131557
-0.4579952715113351,-0.4100139363324208
-0.45527320882275646,-0.38449619090254183
-0.45123230411523885,-0.4681724659875299
-0.427602058948239,-0.3967625611591951
-0.3760329720066755,-0.3662261297659167
-0.27602042971168705,-0.264714794790955
-0.2161540270079847,-0.2763155258383183
-0.1745787739813256,-0.17173251577955928
-0.0662702616553168,-0.02638190196256137
-0.047012716261133125,0.0690960883310198
-0.03898341776307168,0.03776812146807074
-0.030304367524073506,0.1419548672235518
-0.017288147349754812,-0.07867509121330976
0.009527160499966936,0.079312667313317
0.016569344652207718,0.031235946954915293
0.016832799389175257,0.19201623914815819
0.0538512407984344,-0.010838645962304563
0.06752729364717425,0.0002982379562545545
0.0712663938712148,0.02325467175175429
0.07598292622490854,-0.0940018239858032
0.0894376142963571,0.04725802370123606
0.11516860241754046,0.05418356259984275
0.11806495845068721,0.12982236132075364
0.12609109580858968,0.15309771973659791
0.13975852476012163,0.28939766507021447
0.14283457956356527,0.21838330336372624
